0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.0039837537,0.002630418,-0.002893593,6.2573235e-05,-0.002694572,-0.0009613231,-0.0019718467,0.0003359297,-0.001857534,-0.0023428558,-0.0015156231,-0.0027572347,-0.0026574642,0.0024300532,-0.0007725881,0.0016531841,0.000892818,-0.002268093,0.0018208518,0.0024499248,-0.0026225832,-0.0020935165,0.0030338005,0.00027112153,-0.002247652,-0.0020748642,0.0017683957,-0.0004898988,0.0011752748,-0.004006139,-0.0002792652,0.0013756073,0.0013134297,0.00527097,0.0005946339,0.000787088,0.0018998245,-0.0010884644,0.00028896114,-0.00031045018,-0.0014246649,-0.0031858215,0.00096862175,-0.00024593595,0.0010681198,-0.0004317813,-0.002508061,-0.000177991,-0.00047548782,-0.00064801547,0.004128203,0.00417561,0.0008171887,0.0031737555,0.0038423804,0.0025599976,0.0031276294,0.0032284297,3.7235208e-05,-0.0015805028,0.004860994,-0.000338571,-0.0031380027,0.0007354407,0.00076013437,-0.0028158394,-0.003216746,-0.0004898762,0.0015653558,0.0030414101,-0.0013135358,-0.0018618777,0.0007554431,-2.1421251e-06,0.00238324,0.0050688973,-0.0013646741,0.0016100744,0.003436228,-0.0040634596,-0.003635365,-0.0043361583,-0.0015850527,0.0008882841,0.0022195247,0.0019736264,-0.0002701075,-0.0014076744,0.00023347625,-0.0020097387,0.0018670263,-0.0010767372,-0.0012852977,-0.0009780589,-0.00032035308,-0.0021477065,-0.0024217535,0.0001494782,0.0017655082,-0.0013558125
-0.00050879957,-0.0028661885,0.00301513,0.0028773288,-0.001112617,0.0020299372,-0.0013595424,0.00079062616,-0.0009490184,0.0005790478,-0.00037841918,-0.0018250739,-0.0011484373,-3.4815855e-07,-0.0018277629,-0.0017832671,-0.0009283323,-0.0013499069,0.0012754952,-0.002367959,0.00076191913,-1.3510106e-05,0.00065803656,0.0021259135,0.0015108053,-0.0004351344,-0.0019766754,0.00020762511,-0.0017292853,0.0039294036,0.00019051609,0.0011708494,0.0024603268,0.0020547493,-0.0014128,0.0010172242,-0.00011363139,-0.0018120668,-0.0018929952,-0.0023106004,-0.0016597294,7.360217e-05,0.00065203285,0.0008765089,-0.00010278048,-0.0003740968,-0.00020044415,-0.0012048659,0.0033764576,0.000918887,0.0033862344,-9.969258e-05,0.00058701844,-0.0012603964,0.0012679878,0.0027172992,0.00089741725,-0.001088364,-0.0037214262,-0.0009575498,0.00015477515,0.0012453318,0.00091595534,-0.0016214426,-0.001328449,-0.0011891593,0.001986237,0.0025551515,-0.001342497,0.00047208535,0.0013169724,0.0005011925,-0.00034140405,-0.0014880273,0.00012163287,0.0025946454,0.0006361387,0.0020852638,0.00027820596,-0.00018499554,0.0018709361,-0.0009778994,-0.0005870824,0.00292836,-0.0034310268,-0.0010801884,0.00207094,0.0034963153,0.0027474812,0.0024421823,0.0012357255,-0.001521717,0.0019391548,0.0014302778,0.0012050056,0.005306289,-0.001646198,0.0016079303,-0.002631428,0.0014767903
-0.001527903,-0.00048014088,0.0019895276,0.0003415967,5.5425397e-05,-0.0014941356,8.422937e-05,0.002071745,-0.0016199026,-0.0009968256,-0.00018299784,-0.0011069902,-0.0011524581,0.0004653087,-0.0002563124,-0.0019477744,-0.0011664677,-0.0021792138,0.002557025,-0.001652555,-0.0007917593,-0.0003442893,-0.0013077621,1.8939407e-05,0.001199253,0.00022065385,0.0006101843,2.4808447e-05,-0.0006370803,0.0027575304,0.0010798118,-0.00013477504,0.0023708178,0.0019136776,-0.0027432516,-7.621137e-05,0.0007664636,-0.0016964904,-0.0020098141,-0.0015102036,-0.0005508542,0.0024818513,0.00046189965,-0.0020098567,-0.0008394945,-0.0019646622,-0.0014408194,-0.0011291872,0.0013813385,0.00077993947,0.0024102724,-0.0011010041,-0.0015794801,-0.0009456236,-0.00036997517,0.00013310739,-0.0010354879,0.0014797575,-0.0005281417,0.0009675143,0.0010206384,-0.0003621843,0.00024309919,-0.003643048,-0.0036676477,0.00013809607,0.0012859936,0.00039444046,-0.00047572554,0.0012505238,-0.00034245886,0.0016892932,0.00023284732,0.00032681474,3.9713155e-05,0.00047389072,-0.0006235848,-0.002018011,-0.0014254077,-0.00075022405,-0.0017365309,0.0001584548,0.00018013928,0.0037126965,-0.0036321515,0.00026112914,-0.00012927596,-0.00091364793,0.0026859478,0.00087236427,0.00039660727,0.00093080854,0.00066729746,0.00081266824,0.002459752,-0.0003537371,0.00035264392,-0.0001857719,-0.00010395416,3.4937108e-05
-0.0033305315,-0.0047760494,0.0018598771,0.0026022822,0.003685227,0.0024465565,-0.005725165,-0.0008270873,-0.0013215524,-0.0038854377,0.003160843,0.00091160065,-0.0025530201,-0.0021268688,-0.004358408,-0.0055620507,-0.0010421772,0.0017448303,0.003708912,0.007773472,0.0012017756,-0.0038915996,0.00548564,0.0021623825,0.0071177874,0.001320358,0.0040541375,-0.0067190975,0.0023281358,0.006449473,-0.0046849116,-0.0019539916,0.0068721557,-0.004182102,0.008476954,0.0008783017,-0.0011759021,-0.0010687753,0.0020459082,0.0024995287,9.7362616e-05,-0.001563143,9.570504e-06,-0.0020545893,-0.00028805528,-0.0042360574,0.0011029885,-0.0036343313,0.00792687,-0.005701949,-0.0014561929,0.0021368768,-0.00108275,-0.005706584,-0.0035165334,-0.0017869456,-0.0036718175,-0.0009775292,0.00022713048,0.0013058141,0.004573931,-0.0032866441,0.004593959,-0.000679571,0.0021213302,-0.0042597353,0.0006327083,0.0040504886,-0.006650318,0.009168094,-0.0027372949,-0.006795955,0.00455478,0.0039502713,-0.00471907,0.004114372,0.0034652487,-0.0009939903,0.0014926246,-0.00193538,0.0030558773,-0.0077517345,0.00028667576,0.00046357326,0.00042981276,0.0015605275,-0.0014098301,-0.007267977,0.0036374154,-0.00024109136,0.0014574836,-0.007351887,-0.008053023,0.00020316755,-0.008288833,0.0013688228,0.0014880234,-0.00904742,-0.0029656,0.0023990183
-0.00013732402,0.00029226433,0.00297235,-0.0043923883,0.0058438806,-0.0033636433,-0.0029373276,0.0028447192,0.0013912383,-0.0010849162,3.4186196e-05,-0.003414567,4.504104e-05,0.00453763,-0.0032901943,0.004663433,-0.005319263,0.004538034,-0.0013223866,-0.0020330977,-0.0009951044,0.0024328765,-0.00029907897,0.0007034963,-0.0016921244,0.0011449587,0.0014017245,-0.003774397,-0.0011799622,0.0010890553,-0.00021102939,-0.00103186,0.003385689,-0.0028144647,0.0020488412,0.0033612833,0.00012503396,-0.00039396022,0.0010263959,-0.004976445,0.0012043326,0.0002886396,-0.0042710225,-0.0007628447,0.0020833798,-0.00010412429,0.0020653207,0.0010697421,0.0019374881,-0.0021135197,0.0031192652,-0.0031201895,0.0013759068,0.0026137636,-0.00021142843,0.003788697,-0.0032992132,-0.003575873,0.0016588774,0.0014261868,0.0020367543,-0.0021484466,0.0013216148,0.0032203752,0.0005430285,-0.0013247024,0.0032093115,-0.0028807651,0.00070420734,0.0007123655,0.00037217294,0.0028768494,0.0030786458,0.0007577668,-0.0006037833,0.0010256844,-0.0008605545,-0.0060829157,-0.00081014074,-0.0017560844,-0.0014980898,-0.00080613064,-0.0053273435,-0.0022192744,-0.0030548475,-0.0005500612,0.00012553988,0.00261534,0.00030414545,0.0037373998,0.002733133,0.0038504512,0.0022870577,0.0009320475,0.0010189741,-0.00010936071,-0.0011199346,-0.0024492792,0.0013112951,-0.0018605627
0.00142866,0.0030164772,-0.00018400203,-5.903664e-05,-0.00029122643,-0.003881528,0.0031667964,0.0042654956,-0.00039914317,-0.0013406613,0.0018192312,-0.0036022067,0.0010169598,-0.0027737028,-0.000117255506,0.0009564902,0.0013453258,-0.0024297794,-0.0017575558,-0.0025866257,0.003124849,0.00095259,0.005624199,0.00035018893,-0.002603458,0.0010451807,-0.0023033998,0.00030259942,-0.0031535008,-8.300216e-05,0.0006738474,-0.000901712,0.0006795771,-0.0027095834,-0.002248319,0.00083250133,0.0008796194,-0.0027430826,-0.001353908,-0.0010351485,-0.004594084,-0.00019322295,-0.0032653091,-0.0016134905,-0.0013133493,-0.0016340407,-0.0035901489,-0.0017759125,-0.00019413952,0.0019193111,-0.00013770313,-0.0005091969,-0.0036596598,-0.0008281559,0.0023663566,-0.0015641331,0.0036703506,0.0012461026,-0.0012572977,0.0025833594,-0.0026186917,-0.002389894,-0.00025791532,-0.0022915718,-0.0004654355,0.001310505,0.0002850936,-0.0004840681,-0.000684302,-0.00084528635,0.00029009127,0.0044571566,-0.0006600831,-0.0013705529,0.00027736794,-0.0012389165,0.0027026362,-0.0016546272,-0.0043687876,0.0007566477,-0.0027834794,0.002038897,0.0013205282,0.005790618,-0.003306765,-0.000820099,0.0005814682,0.002585147,0.0015212176,0.0009410243,-0.00015647733,0.0024265603,-4.551671e-05,-0.0003716336,0.0045213383,0.0014320093,-0.00023376445,-0.0029667069,-0.0005704542,-0.00054200634
-0.006183813,0.00066512637,-0.00013584697,-0.00041978512,0.0012201751,-0.0046082176,-7.0723545e-06,0.0043016733,-0.003358136,-0.0019950236,0.0009524199,-0.0028984097,-0.003262275,-3.5624641e-06,0.0016013797,0.0019507795,0.00087354396,-0.0016507966,-0.0017982355,-0.002626391,0.0016471077,-0.0006193309,0.0033272237,-0.0024079483,0.00021773619,-0.002904245,-0.003135484,0.00038992718,-0.00051489915,0.005432427,0.005808233,-0.0006067877,-0.0010215499,-0.0034751126,0.0014130473,0.0048870915,0.0018197242,0.00147897,0.0045096073,0.0006291315,0.006032855,-0.0027688418,-0.005309571,0.0011323929,-0.00034945787,0.0050022774,0.0009627225,0.00040656328,0.00017187271,0.0031940406,0.004033904,-0.002794457,0.0021793458,0.0056917756,-0.0015133024,0.004649039,0.003290688,-0.0012243028,0.0010488484,0.0017917743,-0.00050803943,0.003154965,-0.0009204775,-0.0025076272,-0.0008969782,0.0029830737,0.0035764584,-0.0026790157,-0.0010072563,-0.00029828754,-0.0029690573,-0.0012648071,0.005172316,0.0021207363,-0.0011082549,-0.0016951817,-0.0038356164,-0.0032498243,0.0017182756,2.3524743e-05,-0.00031219688,-0.0020901663,0.0039623217,-0.0009918762,-0.00040728017,-0.0026970755,-0.0009932864,-0.0012382377,0.0017735219,0.0004993815,-0.00092168193,0.001137012,0.0019056605,-0.0027103946,0.0016572737,0.0012507926,-0.00046627328,-0.0034170153,-0.0029240034,8.260843e-05
0.0006763191,-0.0009896116,0.0025688019,0.0004329381,-0.0008716268,-0.0032404554,0.0011947766,0.0035997075,-0.0026763566,-0.0026593278,0.0014093204,0.0017280616,-0.0014977822,-0.0023749464,0.0009040731,-0.00095021556,0.0005611305,-0.0056474516,-0.0044174544,-0.0017143476,0.0010325847,0.0017422258,0.0017589765,0.0005095865,-0.00095807837,-0.0021031038,-0.0020074341,0.00076245837,-0.0012094737,0.00010319762,-0.00077359856,0.0025021187,0.0017876079,0.00052241154,-0.0015797168,0.0047191805,0.0020393857,-0.0016473599,-0.00035135812,-0.0020941496,0.0005323315,-0.00023703033,0.0015561675,0.0018672042,0.00081570336,0.00097368134,-0.0019368965,0.0010039855,-0.0012906898,0.003089145,-0.0012578412,0.00011673407,0.0010193558,-0.0033420168,0.0004223967,3.1612253e-05,-0.000107086715,0.0033777892,0.00027528507,0.0025183354,-0.0005388994,0.0005191713,0.00094084704,-0.002260493,-0.0017022004,0.0015534591,-0.0010593908,0.00059471367,-0.0020218156,-0.00035684562,-0.0011214394,0.0021123837,0.0006494022,0.0045354026,0.0016843642,-0.0002757592,0.00094309973,0.0004778489,-0.0012705901,5.1429077e-05,0.00288248,0.0028616511,0.00057069486,0.0034747298,-0.0033223655,0.0009802403,0.0041062096,0.0027729652,0.00088609534,-0.0012350029,0.0015919739,0.0038513322,0.00048815366,0.002633734,0.0035154938,0.0027514563,-3.121244e-05,-0.0016989799,0.0008063376,-0.0014390467
-0.0035416016,0.005709556,-0.0013945731,0.00044902466,0.0044589126,-0.0016812502,-0.0006971291,0.0051063816,-0.00033411916,-0.00365257,0.0017554609,-0.0030374692,-0.00037714944,0.0007211989,0.002716782,-0.0013628711,0.0046081194,-0.0007436135,-0.0028442594,-0.0011433102,-0.0027340245,-0.0022945008,0.0032831999,-0.00021367293,0.0013048506,-0.0020165828,-0.0019410173,-0.0010384908,-0.0010986698,-0.0011704634,0.0021048912,-0.001350977,-0.0029242528,-0.0009342383,-0.0010010576,0.00023473613,0.002066231,-0.0018985127,0.0012722918,0.002193081,-0.00036856884,-0.00068635814,0.0015672506,0.00031435277,0.00048110448,0.0016790329,-0.0011216197,0.0008388674,-3.292277e-05,0.0010701423,0.0034399903,-0.0016492781,0.000499445,-0.0024561875,-0.0028579284,-0.0020371778,0.003876618,0.0016436192,-0.0028049026,-0.0010287343,-0.0009938548,-0.00046699482,0.0010232504,0.0021079304,-0.0010863764,0.00082958577,0.0013774396,0.0024867565,0.00032240027,-0.0014372788,0.00068303925,-0.0019103206,0.0049415864,0.0032753842,-0.0022013686,3.0900974e-05,-0.00033354957,0.0003054802,0.0004347853,9.5872776e-05,-0.0012559044,-0.0013315688,0.00096999574,-0.00086708815,-0.00027137218,5.100846e-05,0.0028047087,-0.0004430302,0.0028167674,0.00017793523,0.0012052233,0.0035006006,0.0028222343,0.0011751247,0.0034551753,0.0011915799,0.0006399277,0.0010958184,-0.00021111577,-0.0018493885
-0.004182734,0.0051321127,-0.00020617386,-0.0013155643,0.005029437,-0.0034044592,-0.00085488695,0.0015708006,-0.00075829646,-0.0029698997,-0.00033810094,0.00020388364,0.0023664366,-0.0007653057,0.004046036,-0.0013922225,0.00078924117,-0.001661529,-0.003067089,-0.0017915047,0.00073902763,0.0029840518,0.00059573737,-0.0005191279,0.0012340035,0.0035282625,0.00029339548,0.0022653565,-0.0005387442,-0.0018421281,0.0007680233,0.0013341601,-0.0040146825,-0.0017687854,0.00088471815,0.005518112,0.0040827203,-0.0003826718,-0.002005187,0.0010150792,0.00013383757,7.0611015e-05,0.0014391923,-0.0037860973,0.00075042725,-0.002141261,-0.00063812174,0.00084647245,-0.002051795,-0.0016346009,0.0031496882,-0.0019690502,-0.0055223624,-3.2961267e-05,0.00032660167,-0.0004033614,0.0005866924,0.001839519,-0.00071710325,-0.0018914967,-0.00089670334,-0.00025004806,0.0029509529,-0.00029467765,-0.0005712128,-0.00042260875,-0.0032538502,0.0017939066,-0.0047738412,0.0011612009,-0.0007168276,0.00079505966,0.0012159008,0.0018882504,-0.0017615014,-0.0037391868,-0.0035646297,0.0014487823,-0.0032548597,0.0014599736,-0.002079677,0.003113961,-0.00026415393,0.0018135258,-0.00020873203,0.00040078515,0.0016084084,0.004972359,-0.0010451302,-0.00039245034,0.0009473425,0.00073365256,0.00083633163,-0.0003600675,0.003548392,-0.00013370097,0.001266134,-0.0025094892,-0.0017811009,-0.001694021
